설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
평택항국제여객터미널	"2F(경찰서), 1F(화물대기장, 출국대합실,출국장로비, 출국심사대, 입국대기실,입국대합실, 입국장로비, 출국대기실)"	경기도	평택시	교통시설	public WiFi free		15-Jan	경기도 평택시 포승읍 평택항만길 75	경기도 평택시 포승읍 만호리 570-2	경기도 평택시청	031-8024-2441	36.957529	126.837515	2018-02-19
은평종합사회복지관	수색동 8-15	서울특별시	은평구	서민·복지시설	미래부	Public WiFi FREE	13-Oct	서울특별시 은평구 은평터널로 48	서울특별시 은평구 수색동 8-15	미래부	1899-4876	37.585072	126.899337	2018-02-14
증산종합시장2	증산동 212 증산초등학교 증산종합시장	서울특별시	은평구	기타	미래부	Public WiFi FREE	14-Oct	서울특별시 은평구 증산서길 58	서울특별시 은평구 증산동 212 증산초등학교 증산종합시장	미래부	1899-4876	37.582	126.905	2018-02-14
갈곡리 어린이공원	갈현1동 436-51	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 갈현로41길 3	서울특별시 은평구 갈현1동 436-51	서울특별시청	02-2133-2871	37.623847	126.916615	2018-02-14
갈마어린이공원	갈현2동 474-1	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 연서로21길 15	서울특별시 은평구 갈현2동 474-1	서울특별시청	02-2133-2871	37.614644	126.915979	2018-02-14
구파발역2번출구	진관동 산 100-25 12-111정류장	서울특별시	은평구	교통시설	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 진관2로 15-25	서울특별시 은평구 진관동 산 100-25 12-111정류장	서울특별시청	02-2133-2871	37.636737	126.918969	2018-02-14
구파발역3번출구	진관동 72 12-116정류장	서울특별시	은평구	교통시설	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 진관2로 29-21	서울특별시 은평구 진관동 72 12-116정류장	서울특별시청	02-2133-2871	37.635818	126.918761	2018-02-14
구파발역앞광장	진관동 533(불법주정차 폴대)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 진관2로 15-25	서울특별시 은평구 진관동 533(불법주정차 폴대)	서울특별시청	02-2133-2871	37.63691	126.918954	2018-02-14
궁말어린이공원1	갈현2동 327-21번지 기지국(무선MESH구성)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 서오릉로20길 13	서울특별시 은평구 갈현2동 327-21번지 기지국(무선MESH구성)	서울특별시청	02-2133-2871	37.616756	126.909001	2018-02-14
분토골어린이공원	증산동 163-34 (분토골어린이공원)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 증산로11길 7-2	서울특별시 은평구 증산동 163-34 (분토골어린이공원)	서울특별시청	02-2133-2871	37.586871	126.911632	2018-02-14
궁말어린이공원 2	갈현2동 327-21 궁말어린이공원 CCTV(무선MESH구성)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 서오릉로20길 15-1	서울특별시 은평구 갈현2동 327-21 궁말어린이공원 CCTV(무선MESH구성)	서울특별시청	02-2133-2871	37.616977	126.908954	2018-02-14
부평자유시장	전체	인천광역시	부평구	기타	LGU+		15-Jan	인천광역시 부평구 대정로 50		인천광역시 부평구청	032-509-6174	37.494663	126.725434	2018-02-14
녹번서근린공원	녹번동 85-1(녹번서근린공원)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 녹번로1길 1	서울특별시 은평구 녹번동 85-1(녹번서근린공원)	서울특별시청	02-2133-2871	37.60381	126.926912	2018-02-14
대림시장(새절역)	응암3동 316-15 (야채가게앞 CCTV 좌측)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 가좌로 213-4	서울특별시 은평구 응암3동 316-15 (야채가게앞 CCTV 좌측)	서울특별시청	02-2133-2871	37.588715	126.917985	2018-02-14
대림시장(새절역)	응암3동 603-1 (축산생고기 정육점앞 CCTV 좌측)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 응암로4길 25	서울특별시 은평구 응암3동 603-1 (축산생고기 정육점앞 CCTV 좌측)	서울특별시청	02-2133-2871	37.587201	126.917331	2018-02-14
대조시장	녹번동 131-154 앞 주정차 CCTV 좌측 (뿌리한의원 앞)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	13-Oct	서울특별시 은평구 진흥로 150	서울특별시 은평구 녹번동 131-154 앞 주정차 CCTV 좌측 (뿌리한의원 앞)	서울특별시청	02-2133-2871	37.608754	126.926655	2018-02-14
대조어린이공원	대조동 212 (대조어린이공원)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 연서로22길 9-30	서울특별시 은평구 대조동 212 (대조어린이공원)	서울특별시청	02-2133-2871	37.615216	126.919702	2018-02-14
물빛공원	"대조동 389-5 (교통섬, 연신내물빛공원 )"	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 통일로 855-7	"서울특별시 은평구 대조동 389-5 (교통섬, 연신내물빛공원 )"	서울특별시청	02-2133-2871	37.618819	126.920385	2018-02-14
박석고개공원	갈현1동 416-3	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 통일로89길 12-13	서울특별시 은평구 갈현1동 416-3	서울특별시청	02-2133-2871	37.625207	126.918464	2018-02-14
백련근린공원	응암2동 산 6-48 (백련근린공원 놀이터)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 백련산로4길 26	서울특별시 은평구 응암2동 산 6-48 (백련근린공원 놀이터)	서울특별시청	02-2133-2871	37.594429	126.926165	2018-02-14
북한산성입구	진관동 285-9 12-234정류장	서울특별시	은평구	교통시설	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 북한산로 348	서울특별시 은평구 진관동 285-9 12-234정류장	서울특별시청	02-2133-2871	37.657952	126.945136	2018-02-14
불광생태공원	불광1동 630-68삼거리(불광생태공원)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	15-Nov	서울특별시 은평구 진흥로19길 10	서울특별시 은평구 불광1동 630-68삼거리(불광생태공원)	서울특별시청	02-2133-2871	37.611613	126.940881	2018-02-14
불광어린이공원	불광1동 246-1	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 불광로9가길 1	서울특별시 은평구 불광1동 246-1	서울특별시청	02-2133-2871	37.6163	126.931169	2018-02-14
불광역	불광1동 613-3 12-254정류장	서울특별시	은평구	교통시설	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 진흥로 215	서울특별시 은평구 불광1동 613-3 12-254정류장	서울특별시청	02-2133-2871	37.609574	126.932576	2018-02-14
불광역 거리	불광1동 281-113(형제갈비앞)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 통일로66길 10-1	서울특별시 은평구 불광1동 281-113(형제갈비앞)	서울특별시청	02-2133-2871	37.610601	126.931315	2018-02-14
불광천	증산동 199-15앞 CCTV	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 증산로 337 앞	서울특별시 은평구 증산동 199-15앞 CCTV	서울특별시청	02-2133-2871	37.588053	126.919522	2018-02-14
불광천	응암3동122-10(불광천방면 프로젝터 옆)	서울특별시	은평구	관광	서울특별시 은평구청	Public WiFi@Eunpyeong/PublicWiFi@Seoul	17-Nov	서울특별시 은평구 불광천길 506 앞	서울특별시 은평구 응암3동122-10(불광천방면 프로젝터 옆)	서울특별시 은평구청	02-351-6364	37.595415	126.914492	2018-02-14
불광천	신사1동 24-18(신흥상가교 다리 밑)	서울특별시	은평구	관광	서울특별시 은평구청	Public WiFi@Eunpyeong/PublicWiFi@Seoul	17-Nov	서울특별시 은평구 증산로 439 앞	서울특별시 은평구 신사1동 34-48(길건너 정자와 환기구 사이)	서울특별시 은평구청	02-351-6364	37.590235	126.91347	2018-02-14
불광천	신사2동 338-1(자매결연도시 비석 옆)	서울특별시	은평구	관광	서울특별시 은평구청	Public WiFi@Eunpyeong/PublicWiFi@Seoul	11-Oct	서울특별시 은평구 증산로 379 앞	서울특별시 은평구 신사2동 338-1(자매결연도시 비석 옆)	서울특별시 은평구청	02-351-6364	37.583661	126.909461	2018-02-14
불광천	증산동 169-8(증산역 2번출구)	서울특별시	은평구	관광	서울특별시 은평구청	Public WiFi@Eunpyeong/PublicWiFi@Seoul	17-Nov	서울특별시 은평구 증산로 295 앞	서울특별시 은평구 증산동 169-8(증산역 2번출구)	서울특별시 은평구청	02-351-6364	37.598787	126.911213	2018-02-14
불광천1	증산동 239(증산교 안전치수 CCTV)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	16-Nov	서울특별시 은평구 증산로 213	서울특별시 은평구 증산동 239(증산교 안전치수 CCTV)	서울특별시청	02-2133-2871	37.577398	126.903245	2018-02-14
불광천3	증산동 199-11(증산3교 안전치수 CCTV)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	16-Nov	서울특별시 은평구 증산로 255	서울특별시 은평구 증산동 199-11(증산3교 안전치수 CCTV)	서울특별시청	02-2133-2871	37.580788	126.906077	2018-02-14
불광천4	응암동 592-66(와산교 CU 앞 불법주정차 CCTV)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	16-Nov	서울특별시 은평구 불광천길 326	서울특별시 은평구 응암동 592-66(와산교 CU 앞 불법주정차 CCTV)	서울특별시청	02-2133-2871	37.588604	126.913936	2018-02-14
불광천5	응암동 580-12(불광천 공연장 안전치수 CCTV)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	16-Nov	서울특별시 은평구 불광천길 424	서울특별시 은평구 응암동 580-12(불광천 공연장 안전치수 CCTV)	서울특별시청	02-2133-2871	37.592905	126.915029	2018-02-14
불광천6	응암동 738(불법주정차 CCTV)	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	16-Nov	서울특별시 은평구 은평로 82	서울특별시 은평구 응암동 738(불법주정차 CCTV)	서울특별시청	02-2133-2871	37.598134	126.917612	2018-02-14
서갈현어린이공원	갈현1동 434-38	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 갈현로35길 8-1	서울특별시 은평구 갈현1동 434-38	서울특별시청	02-2133-2871	37.621392	126.915706	2018-02-14
서북병원	역촌동 산31-1	서울특별시	은평구	서민·복지시설	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 갈현로7길 49	서울특별시 은평구 역촌동 산31-1	서울특별시청	02-2133-2871	37.604096	126.904494	2018-02-14
시루메공원	증산동 185-1번지	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 증산로5길 10-1	서울특별시 은평구 증산동 185-1번지	서울특별시청	02-2133-2871	37.583	126.907	2018-02-14
신흥어린이공원	신사1동 31-2	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 증산로19길 28-12	서울특별시 은평구 신사1동 31-2	서울특별시청	02-2133-2871	37.595933	126.911793	2018-02-14
양지시장	응암3동 598-26번지 응암의원 양지시장	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 응암로 180	서울특별시 은평구 응암3동 598-26번지 응암의원 양지시장	서울특별시청	02-2133-2871	37.588	126.917	2018-02-14
역마을어린이공원	역촌동 39-2 (역마을어린이공원)	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 진흥로1길 8	서울특별시 은평구 역촌동 39-2 (역마을어린이공원)	서울특별시청	02-2133-2871	37.601135	126.918713	2018-02-14
역말사거리	역촌동 63-1번지 역말사거리	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 연서로55	서울특별시 은평구 역촌동 63-1번지 역말사거리	서울특별시청	02-2133-2871	37.604	126.915	2018-02-14
역말어린이공원	역촌동 47-1	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	12-Oct	서울특별시 은평구 갈현로14길 32	서울특별시 은평구 역촌동 47-1	서울특별시청	02-2133-2871	37.606792	126.913909	2018-02-14
역촌동걷고싶은거리	역촌동 9-37	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 연서로 84	서울특별시 은평구 역촌동 9-37	서울특별시청	02-2133-2871	37.605535	126.918154	2018-02-14
역촌동걷고싶은거리	역촌동 41-20	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	11-Oct	서울특별시 은평구 진흥로1길 18-1	서울특별시 은평구 역촌동 41-20	서울특별시청	02-2133-2871	37.601513	126.91875	2018-02-14
역촌시장	구산동 198-2 12-150정류장	서울특별시	은평구	교통시설	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 서오릉로 173	서울특별시 은평구 구산동 198-2 12-150정류장	서울특별시청	02-2133-2871	37.612727	126.914164	2018-02-14
역촌중앙시장	갈현2동 468-3번지	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 연서로17길 12	서울특별시 은평구 갈현2동 468-3번지	서울특별시청	02-2133-2871	37.613	126.916	2018-02-14
역촌초등학교 정문	역촌동 66-44번지 GS25 역촌초등학교 정문	서울특별시	은평구	관광	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 은평로3길 36	서울특별시 은평구 역촌동 66-44번지 GS25 역촌초등학교 정문	서울특별시청	02-2133-2871	37.602	126.915	2018-02-14
연서공원	역촌동 32-36번지 연서공원	서울특별시	은평구	기타	서울특별시청	Public WiFi@Seoul	14-Oct	서울특별시 은평구 연서로6길 12	서울특별시 은평구 역촌동 32-36번지 연서공원	서울특별시청	02-2133-2871	37.604	126.917	2018-02-14
